CVE ID,CVE-Year,Publish Date,Score
CVE-2021-1354,2021,2021-02-04T17:15:18.763,4.3
CVE-2021-1370,2021,2021-02-04T17:15:18.857,7.8
CVE-2021-1389,2021,2021-02-04T17:15:18.937,5.8
CVE-2021-0343,2021,2021-02-04T19:15:13.373,6.7
CVE-2021-0344,2021,2021-02-04T19:15:13.467,6.7
CVE-2021-0345,2021,2021-02-04T19:15:13.530,6.7
CVE-2021-0346,2021,2021-02-04T19:15:13.593,6.7
CVE-2021-0347,2021,2021-02-04T19:15:13.657,4.4
CVE-2021-0348,2021,2021-02-04T19:15:13.717,6.7
CVE-2021-0349,2021,2021-02-04T19:15:13.780,6.7
CVE-2021-0350,2021,2021-02-04T19:15:13.843,4.4
CVE-2021-0351,2021,2021-02-04T19:15:13.907,7.5
CVE-2021-25227,2021,2021-02-04T20:15:12.920,3.3
CVE-2021-25228,2021,2021-02-04T20:15:13.030,5.3
CVE-2021-25229,2021,2021-02-04T20:15:13.093,5.3
CVE-2021-25230,2021,2021-02-04T20:15:13.140,5.3
CVE-2021-25231,2021,2021-02-04T20:15:13.217,5.3
CVE-2021-25232,2021,2021-02-04T20:15:13.280,5.3
CVE-2021-25233,2021,2021-02-04T20:15:13.343,5.3
CVE-2021-25234,2021,2021-02-04T20:15:13.420,5.3
CVE-2021-25235,2021,2021-02-04T20:15:13.483,5.3
CVE-2021-25236,2021,2021-02-04T20:15:13.547,5.3
CVE-2021-25237,2021,2021-02-04T20:15:13.640,5.3
CVE-2021-25238,2021,2021-02-04T20:15:13.797,5.3
CVE-2021-25239,2021,2021-02-04T20:15:13.857,5.3
CVE-2021-25240,2021,2021-02-04T20:15:13.920,5.3
CVE-2021-25241,2021,2021-02-04T20:15:14.000,5.3
CVE-2021-25242,2021,2021-02-04T20:15:14.060,5.3
CVE-2021-25243,2021,2021-02-04T20:15:14.107,5.3
CVE-2021-25244,2021,2021-02-04T20:15:14.170,5.3
CVE-2021-25245,2021,2021-02-04T20:15:14.250,5.3
CVE-2021-25246,2021,2021-02-04T20:15:14.297,6.5
CVE-2021-25248,2021,2021-02-04T20:15:14.373,5.5
CVE-2021-25249,2021,2021-02-04T20:15:14.437,7.8
CVE-2020-10537,2021,2021-02-05T14:15:15.043,7.8
CVE-2020-10538,2021,2021-02-05T14:15:15.310,5.5
CVE-2020-10539,2021,2021-02-05T14:15:15.373,9.8
CVE-2020-18713,2021,2021-02-05T14:15:15.530,9.8
CVE-2020-18714,2021,2021-02-05T14:15:15.590,9.8
CVE-2020-18715,2021,2021-02-05T14:15:15.653,
CVE-2020-18716,2021,2021-02-05T14:15:15.733,9.8
CVE-2020-18717,2021,2021-02-05T14:15:15.810,9.8
CVE-2020-35765,2021,2021-02-05T14:15:16.357,8.8
CVE-2020-36241,2021,2021-02-05T14:15:17.387,5.5
CVE-2020-8806,2021,2021-02-05T14:15:17.450,7.5
CVE-2020-8807,2021,2021-02-05T14:15:17.513,5.3
CVE-2021-20623,2021,2021-02-05T14:15:17.590,9.8
CVE-2021-20652,2021,2021-02-05T14:15:17.700,8.8
CVE-2021-26708,2021,2021-02-05T14:15:18.780,7.0
CVE-2021-26710,2021,2021-02-05T14:15:18.840,6.1
CVE-2021-26711,2021,2021-02-05T14:15:18.903,5.3
CVE-2021-3311,2021,2021-02-05T14:15:19.153,9.8
CVE-2021-3333,2021,2021-02-05T14:15:19.310,6.1
CVE-2020-4832,2021,2021-02-05T15:15:12.820,5.5
CVE-2020-18737,2021,2021-02-05T16:15:12.430,6.1
CVE-2021-3258,2021,2021-02-05T16:15:12.757,5.4
CVE-2021-3382,2021,2021-02-05T16:15:12.820,7.5
CVE-2021-26722,2021,2021-02-05T18:15:12.690,6.1
CVE-2020-10234,2021,2021-02-05T19:15:11.853,6.5
CVE-2020-18750,2021,2021-02-05T19:15:11.917,7.8
CVE-2020-9014,2021,2021-02-05T19:15:12.117,5.5
CVE-2020-10375,2021,2021-02-05T20:15:12.717,5.5
CVE-2020-10552,2021,2021-02-05T20:15:12.777,8.1
CVE-2020-10553,2021,2021-02-05T20:15:12.827,5.5
CVE-2020-10554,2021,2021-02-05T20:15:12.870,7.5
CVE-2020-10857,2021,2021-02-05T20:15:12.933,9.8
CVE-2020-10858,2021,2021-02-05T20:15:12.980,5.3
CVE-2020-12122,2021,2021-02-05T20:15:13.027,7.8
CVE-2020-9453,2021,2021-02-05T20:15:13.230,5.5
CVE-2021-1072,2021,2021-02-05T20:15:13.293,6.0
CVE-2021-21303,2021,2021-02-05T22:15:12.640,5.9
CVE-2021-3229,2021,2021-02-05T22:15:13.830,7.5
CVE-2020-11836,2021,2021-02-06T00:15:12.357,5.5
CVE-2020-14312,2021,2021-02-06T00:15:12.437,5.9
CVE-2020-5812,2021,2021-02-06T00:15:12.687,5.9
CVE-2021-20176,2021,2021-02-06T00:15:12.920,5.5
CVE-2021-22301,2021,2021-02-06T00:15:13.043,6.7
CVE-2021-22307,2021,2021-02-06T00:15:13.327,5.5
CVE-2021-22300,2021,2021-02-06T01:15:13.747,4.1
CVE-2021-22303,2021,2021-02-06T01:15:13.810,3.3
CVE-2021-22306,2021,2021-02-06T01:15:13.870,4.6
CVE-2021-22499,2021,2021-02-06T01:15:13.917,4.8
CVE-2020-9118,2021,2021-02-06T02:15:12.477,6.8
CVE-2020-9205,2021,2021-02-06T02:15:12.540,4.9
CVE-2021-22298,2021,2021-02-06T02:15:12.603,6.5
CVE-2021-22299,2021,2021-02-06T02:15:12.680,7.8
CVE-2021-22500,2021,2021-02-06T02:15:12.743,6.5
CVE-2021-22292,2021,2021-02-06T03:15:12.720,7.5
CVE-2021-22293,2021,2021-02-06T03:15:12.767,7.5
CVE-2021-22302,2021,2021-02-06T03:15:12.827,7.1
CVE-2021-22304,2021,2021-02-06T03:15:12.890,3.3
CVE-2021-22305,2021,2021-02-06T03:15:12.953,3.3
CVE-2021-26723,2021,2021-02-06T06:15:12.287,6.1
CVE-2020-36242,2021,2021-02-07T20:15:12.090,9.1
CVE-2020-36243,2021,2021-02-07T20:15:12.437,8.8
CVE-2021-3122,2021,2021-02-07T20:15:12.543,9.8
CVE-2021-26843,2021,2021-02-07T21:15:11.790,7.5
CVE-2021-22161,2021,2021-02-07T23:15:12.273,6.5
CVE-2021-26754,2021,2021-02-08T00:15:12.337,9.8
CVE-2020-11915,2021,2021-02-08T02:15:12.083,6.8
CVE-2020-11920,2021,2021-02-08T02:15:12.440,9.8
CVE-2020-35700,2021,2021-02-08T09:15:12.463,8.8
CVE-2020-1779,2021,2021-02-08T11:15:13.427,4.3
CVE-2021-21434,2021,2021-02-08T11:15:14.080,3.5
CVE-2021-21435,2021,2021-02-08T11:15:14.177,5.7
CVE-2021-21436,2021,2021-02-08T11:15:14.237,3.5
CVE-2020-26051,2021,2021-02-08T14:15:12.390,9.8
CVE-2020-26052,2021,2021-02-08T14:15:12.450,5.4
CVE-2020-16629,2021,2021-02-08T15:15:12.037,9.8
CVE-2021-20358,2021,2021-02-08T15:15:12.113,6.5
CVE-2021-20359,2021,2021-02-08T15:15:12.257,6.5
CVE-2021-26825,2021,2021-02-08T15:15:12.333,7.8
CVE-2021-26826,2021,2021-02-08T15:15:12.397,7.8
CVE-2021-3293,2021,2021-02-08T15:15:12.457,5.3
CVE-2020-6649,2021,2021-02-08T16:15:11.907,9.8
CVE-2021-22122,2021,2021-02-08T16:15:12.080,6.1
CVE-2021-26539,2021,2021-02-08T17:15:13.673,5.3
CVE-2021-26540,2021,2021-02-08T17:15:13.737,5.3
CVE-2021-26541,2021,2021-02-08T17:15:13.800,9.8
CVE-2021-21304,2021,2021-02-08T18:15:13.537,7.2
CVE-2021-25142,2021,2021-02-08T18:15:13.660,7.8
CVE-2021-25834,2021,2021-02-08T18:15:13.740,7.5
CVE-2021-25835,2021,2021-02-08T18:15:13.803,7.5
CVE-2021-25836,2021,2021-02-08T18:15:13.863,7.5
CVE-2021-25837,2021,2021-02-08T18:15:13.927,7.5
CVE-2020-7782,2021,2021-02-08T19:15:13.897,9.8
CVE-2020-7785,2021,2021-02-08T19:15:14.010,9.8
CVE-2020-7786,2021,2021-02-08T19:15:14.080,9.8
CVE-2021-25168,2021,2021-02-08T19:15:14.173,7.8
CVE-2021-25169,2021,2021-02-08T19:15:14.250,7.8
CVE-2021-25170,2021,2021-02-08T19:15:14.313,7.8
CVE-2021-25171,2021,2021-02-08T19:15:14.377,7.8
CVE-2021-26570,2021,2021-02-08T19:15:14.437,7.8
CVE-2021-26571,2021,2021-02-08T19:15:14.500,7.8
CVE-2021-26572,2021,2021-02-08T19:15:14.563,7.8
CVE-2021-21240,2021,2021-02-08T20:15:12.197,7.5
CVE-2021-21288,2021,2021-02-08T20:15:12.277,4.3
CVE-2021-21290,2021,2021-02-08T20:15:12.433,6.2
CVE-2021-21305,2021,2021-02-08T20:15:12.527,7.4
CVE-2021-25172,2021,2021-02-08T20:15:12.637,7.8
CVE-2021-26573,2021,2021-02-08T20:15:12.697,7.8
CVE-2021-26574,2021,2021-02-08T20:15:12.760,7.8
CVE-2021-26575,2021,2021-02-08T20:15:12.823,7.8
CVE-2021-26577,2021,2021-02-08T20:15:12.887,7.8
CVE-2021-26905,2021,2021-02-08T20:15:12.963,6.5
CVE-2021-26910,2021,2021-02-08T20:15:13.090,7.8
CVE-2020-24944,2021,2021-02-08T21:15:13.007,7.5
CVE-2020-36148,2021,2021-02-08T21:15:13.070,6.5
CVE-2020-36149,2021,2021-02-08T21:15:13.133,6.5
CVE-2020-36150,2021,2021-02-08T21:15:13.180,6.5
CVE-2020-36151,2021,2021-02-08T21:15:13.257,6.5
CVE-2020-36152,2021,2021-02-08T21:15:13.320,8.8
CVE-2021-26220,2021,2021-02-08T21:15:13.460,8.1
CVE-2021-26221,2021,2021-02-08T21:15:13.523,8.1
CVE-2021-26222,2021,2021-02-08T21:15:13.617,8.1
CVE-2021-26528,2021,2021-02-08T21:15:13.680,9.1
CVE-2021-26529,2021,2021-02-08T21:15:13.740,9.1
CVE-2021-26530,2021,2021-02-08T21:15:13.803,9.1
CVE-2021-26576,2021,2021-02-08T21:15:13.867,7.8
CVE-2020-13947,2021,2021-02-08T22:15:12.187,6.1
CVE-2020-8578,2021,2021-02-08T22:15:12.263,3.3
CVE-2020-8587,2021,2021-02-08T22:15:12.327,5.5
CVE-2020-8590,2021,2021-02-08T22:15:12.373,3.3
CVE-2021-21306,2021,2021-02-08T22:15:12.450,5.3
CVE-2021-22502,2021,2021-02-08T22:15:12.527,9.8
CVE-2021-25913,2021,2021-02-08T22:15:12.607,9.8
CVE-2021-26912,2021,2021-02-08T22:15:12.653,8.1
CVE-2021-26913,2021,2021-02-08T22:15:12.717,8.1
CVE-2021-26914,2021,2021-02-08T22:15:12.763,8.1
CVE-2021-26915,2021,2021-02-08T22:15:12.827,8.1
CVE-2021-26916,2021,2021-02-08T22:15:12.873,6.1
CVE-2020-14391,2021,2021-02-08T23:15:11.660,5.5
CVE-2020-29021,2021,2021-02-08T23:15:11.847,3.5
CVE-2021-26917,2021,2021-02-08T23:15:11.973,5.5
CVE-2021-3294,2021,2021-02-09T00:15:12.267,5.4
CVE-2021-26918,2021,2021-02-09T03:15:12.850,9.8
CVE-2020-24685,2021,2021-02-09T04:15:14.393,8.6
CVE-2020-13407,2021,2021-02-09T05:15:12.753,5.9
CVE-2020-13408,2021,2021-02-09T05:15:13.050,5.9
CVE-2020-13409,2021,2021-02-09T05:15:13.113,5.9
CVE-2020-13460,2021,2021-02-09T05:15:13.207,8.8
CVE-2020-13461,2021,2021-02-09T05:15:13.270,4.3
CVE-2020-13462,2021,2021-02-09T06:15:12.977,5.7
CVE-2021-23327,2021,2021-02-09T08:15:11.167,6.3
CVE-2021-26925,2021,2021-02-09T09:15:13.617,5.4
CVE-2020-16044,2021,2021-02-09T14:15:14.450,8.8
CVE-2020-22840,2021,2021-02-09T14:15:14.903,6.1
CVE-2020-22841,2021,2021-02-09T14:15:14.950,4.8
CVE-2021-21117,2021,2021-02-09T14:15:15.450,7.8
CVE-2021-21118,2021,2021-02-09T14:15:15.513,8.8
CVE-2021-21119,2021,2021-02-09T14:15:15.577,8.8
CVE-2021-21120,2021,2021-02-09T14:15:15.640,8.8
CVE-2021-21121,2021,2021-02-09T14:15:15.717,9.6
CVE-2021-21122,2021,2021-02-09T14:15:15.780,8.8
CVE-2021-21123,2021,2021-02-09T14:15:15.843,6.5
CVE-2021-21124,2021,2021-02-09T14:15:15.890,9.6
CVE-2021-21125,2021,2021-02-09T14:15:15.950,8.1
CVE-2021-21126,2021,2021-02-09T14:15:16.013,6.5
CVE-2021-21127,2021,2021-02-09T14:15:16.060,8.8
CVE-2021-21128,2021,2021-02-09T14:15:16.123,8.8
CVE-2021-21129,2021,2021-02-09T14:15:16.187,6.5
CVE-2021-21130,2021,2021-02-09T14:15:16.263,6.5
CVE-2021-21131,2021,2021-02-09T14:15:16.327,6.5
CVE-2021-21132,2021,2021-02-09T14:15:16.390,9.6
CVE-2021-21133,2021,2021-02-09T14:15:16.467,6.5
CVE-2021-21134,2021,2021-02-09T14:15:16.530,6.5
CVE-2021-21135,2021,2021-02-09T14:15:16.593,6.5
CVE-2021-21136,2021,2021-02-09T14:15:16.653,6.5
CVE-2021-21137,2021,2021-02-09T14:15:16.717,6.5
CVE-2021-21138,2021,2021-02-09T14:15:16.797,8.6
CVE-2021-21139,2021,2021-02-09T14:15:16.843,6.5
CVE-2021-21140,2021,2021-02-09T14:15:16.903,6.8
CVE-2021-21141,2021,2021-02-09T14:15:16.967,6.5
CVE-2021-26719,2021,2021-02-09T14:15:17.577,6.5
CVE-2020-27257,2021,2021-02-09T15:15:12.970,7.8
CVE-2020-27259,2021,2021-02-09T15:15:13.097,8.8
CVE-2020-27261,2021,2021-02-09T15:15:13.157,8.8
CVE-2020-4790,2021,2021-02-09T15:15:13.203,6.5
CVE-2020-4791,2021,2021-02-09T15:15:13.283,5.3
CVE-2020-4795,2021,2021-02-09T15:15:13.360,8.2
CVE-2020-4995,2021,2021-02-09T15:15:13.423,5.3
CVE-2020-4996,2021,2021-02-09T15:15:13.487,5.5
CVE-2021-21142,2021,2021-02-09T15:15:13.547,9.6
CVE-2021-21143,2021,2021-02-09T15:15:13.597,8.8
CVE-2021-21144,2021,2021-02-09T15:15:13.643,8.8
CVE-2021-21145,2021,2021-02-09T15:15:13.703,8.8
CVE-2021-21146,2021,2021-02-09T15:15:13.750,9.6
CVE-2021-21147,2021,2021-02-09T15:15:13.813,4.3
CVE-2021-26921,2021,2021-02-09T15:15:13.877,6.5
CVE-2021-3394,2021,2021-02-09T15:15:13.953,8.8
CVE-2021-21148,2021,2021-02-09T16:15:12.390,8.8
CVE-2021-26675,2021,2021-02-09T16:15:12.453,8.8
CVE-2021-26676,2021,2021-02-09T16:15:12.593,6.5
CVE-2020-10048,2021,2021-02-09T17:15:13.360,5.5
CVE-2020-15798,2021,2021-02-09T17:15:13.437,9.8
CVE-2020-25237,2021,2021-02-09T17:15:13.517,8.1
CVE-2020-25238,2021,2021-02-09T17:15:13.610,7.8
CVE-2020-25245,2021,2021-02-09T17:15:13.687,7.8
CVE-2020-26998,2021,2021-02-09T17:15:13.767,5.5
CVE-2020-26999,2021,2021-02-09T17:15:13.843,7.8
CVE-2020-27000,2021,2021-02-09T17:15:13.920,7.8
CVE-2020-27001,2021,2021-02-09T17:15:14.000,7.8
CVE-2020-27002,2021,2021-02-09T17:15:14.077,7.1
CVE-2020-27003,2021,2021-02-09T17:15:14.140,7.8
CVE-2020-27004,2021,2021-02-09T17:15:14.203,5.5
CVE-2020-27005,2021,2021-02-09T17:15:14.280,7.8
CVE-2020-27006,2021,2021-02-09T17:15:14.343,7.8
CVE-2020-27007,2021,2021-02-09T17:15:14.407,5.5
CVE-2020-27008,2021,2021-02-09T17:15:14.483,5.5
CVE-2021-22663,2021,2021-02-09T17:15:14.563,7.8
CVE-2021-25139,2021,2021-02-09T17:15:14.640,9.8
CVE-2021-25140,2021,2021-02-09T17:15:14.703,9.8
CVE-2021-25141,2021,2021-02-09T17:15:14.780,4.4
CVE-2020-16144,2021,2021-02-09T18:15:18.197,5.7
CVE-2020-17418,2021,2021-02-09T18:15:18.260,7.8
CVE-2020-17419,2021,2021-02-09T18:15:18.433,7.8
CVE-2020-17420,2021,2021-02-09T18:15:18.510,3.3
CVE-2020-17421,2021,2021-02-09T18:15:18.620,7.8
CVE-2020-17422,2021,2021-02-09T18:15:18.697,3.3
CVE-2020-17423,2021,2021-02-09T18:15:18.777,7.8
CVE-2020-17424,2021,2021-02-09T18:15:18.853,7.8
CVE-2020-17425,2021,2021-02-09T18:15:18.933,7.8
CVE-2020-17426,2021,2021-02-09T18:15:18.997,7.8
CVE-2020-17427,2021,2021-02-09T18:15:19.087,7.8
CVE-2020-17428,2021,2021-02-09T18:15:19.167,3.3
CVE-2020-17429,2021,2021-02-09T18:15:19.230,7.8
CVE-2020-17430,2021,2021-02-09T18:15:19.307,7.8
CVE-2020-17431,2021,2021-02-09T18:15:19.387,7.8
CVE-2020-17432,2021,2021-02-09T18:15:19.463,7.8
CVE-2020-17433,2021,2021-02-09T18:15:19.573,7.8
CVE-2020-17434,2021,2021-02-09T18:15:19.650,7.8
CVE-2020-17435,2021,2021-02-09T18:15:19.730,7.8
CVE-2020-17436,2021,2021-02-09T18:15:19.807,7.8
CVE-2020-27855,2021,2021-02-09T18:15:28.480,7.8
CVE-2020-27856,2021,2021-02-09T18:15:29.230,7.8
CVE-2020-27857,2021,2021-02-09T18:15:29.963,7.8
CVE-2020-28388,2021,2021-02-09T18:15:34.590,6.5
CVE-2020-28392,2021,2021-02-09T18:15:42.387,7.8
CVE-2020-28394,2021,2021-02-09T18:15:43.073,5.5
CVE-2020-35572,2021,2021-02-09T18:15:44.073,6.1
CVE-2020-35942,2021,2021-02-09T18:15:44.777,8.8
CVE-2020-35943,2021,2021-02-09T18:15:45.370,6.5
CVE-2021-25666,2021,2021-02-09T18:15:51.573,4.3
CVE-2019-17582,2021,2021-02-09T19:15:12.553,9.8
CVE-2020-13117,2021,2021-02-09T19:15:13.460,9.8
CVE-2020-18215,2021,2021-02-09T19:15:13.537,8.8
CVE-2020-28644,2021,2021-02-09T19:15:13.630,4.3
CVE-2020-28645,2021,2021-02-09T19:15:13.697,9.1
CVE-2021-22267,2021,2021-02-09T19:15:13.773,5.9
CVE-2021-3191,2021,2021-02-09T19:15:13.837,8.8
CVE-2020-22839,2021,2021-02-09T20:15:12.940,6.1
CVE-2021-26549,2021,2021-02-09T20:15:14.707,5.4
CVE-2021-26550,2021,2021-02-09T20:15:14.767,5.5
CVE-2021-26551,2021,2021-02-09T20:15:14.847,8.8
CVE-2021-26937,2021,2021-02-09T20:15:14.910,9.8
CVE-2020-14343,2021,2021-02-09T21:15:12.707,9.8
CVE-2021-21444,2021,2021-02-09T21:15:13.083,6.1
CVE-2021-21472,2021,2021-02-09T21:15:13.300,8.8
CVE-2021-21474,2021,2021-02-09T21:15:13.393,6.5
CVE-2021-21475,2021,2021-02-09T21:15:13.457,7.5
CVE-2021-21476,2021,2021-02-09T21:15:13.533,6.1
CVE-2021-21477,2021,2021-02-09T21:15:13.613,9.9
CVE-2021-21478,2021,2021-02-09T21:15:13.783,6.1
CVE-2021-21479,2021,2021-02-09T21:15:13.863,9.1
CVE-2020-26191,2021,2021-02-09T22:15:13.027,7.8
CVE-2020-26192,2021,2021-02-09T22:15:13.197,7.8
CVE-2020-26193,2021,2021-02-09T22:15:13.277,7.8
CVE-2020-26194,2021,2021-02-09T22:15:13.340,7.0
CVE-2020-26195,2021,2021-02-09T22:15:13.463,5.3
CVE-2020-26196,2021,2021-02-09T22:15:13.543,5.5
CVE-2020-35125,2021,2021-02-09T22:15:13.620,9.6
CVE-2021-21502,2021,2021-02-09T22:15:13.697,9.8
CVE-2021-26951,2021,2021-02-09T23:15:13.663,9.8
CVE-2021-26952,2021,2021-02-09T23:15:13.727,7.5
CVE-2021-26953,2021,2021-02-09T23:15:13.787,7.5
CVE-2021-26954,2021,2021-02-09T23:15:13.850,5.3
CVE-2021-26955,2021,2021-02-09T23:15:13.913,9.8
CVE-2021-26956,2021,2021-02-09T23:15:13.960,9.8
CVE-2021-26957,2021,2021-02-09T23:15:14.023,9.8
CVE-2021-26958,2021,2021-02-09T23:15:14.383,8.8
CVE-2021-26959,2021,2021-02-09T23:15:14.460,
CVE-2020-28870,2021,2021-02-10T01:15:14.563,9.8
CVE-2020-28871,2021,2021-02-10T01:15:14.627,9.8
CVE-2020-36244,2021,2021-02-10T07:15:12.833,9.8
CVE-2021-20654,2021,2021-02-10T09:15:12.887,5.4
CVE-2021-23878,2021,2021-02-10T09:15:13.090,7.3
CVE-2021-23880,2021,2021-02-10T10:15:13.177,6.7
CVE-2021-23882,2021,2021-02-10T10:15:13.363,8.2
CVE-2021-23883,2021,2021-02-10T10:15:13.473,4.0
CVE-2021-23873,2021,2021-02-10T11:15:12.817,7.8
CVE-2021-23874,2021,2021-02-10T11:15:12.943,8.2
CVE-2021-23876,2021,2021-02-10T11:15:13.100,7.8
CVE-2021-23881,2021,2021-02-10T11:15:13.177,4.8
CVE-2020-29171,2021,2021-02-10T15:15:13.243,6.1
CVE-2020-24837,2021,2021-02-10T16:15:13.630,7.5
CVE-2020-24838,2021,2021-02-10T16:15:13.693,7.5
CVE-2021-27135,2021,2021-02-10T16:15:13.787,9.8
CVE-2020-13546,2021,2021-02-10T17:15:14.007,7.8
CVE-2020-5023,2021,2021-02-10T17:15:16.193,7.5
CVE-2021-0302,2021,2021-02-10T17:15:16.927,7.8
CVE-2021-0305,2021,2021-02-10T17:15:17.553,7.8
CVE-2021-0314,2021,2021-02-10T17:15:18.037,7.3
CVE-2021-0325,2021,2021-02-10T17:15:18.630,8.8
CVE-2021-0326,2021,2021-02-10T17:15:19.177,7.5
CVE-2021-0327,2021,2021-02-10T17:15:19.333,7.8
CVE-2021-0328,2021,2021-02-10T17:15:19.707,7.8
CVE-2021-0329,2021,2021-02-10T17:15:19.910,7.8
CVE-2021-0330,2021,2021-02-10T17:15:19.957,7.8
CVE-2021-0331,2021,2021-02-10T17:15:20.367,7.3
CVE-2021-0332,2021,2021-02-10T17:15:20.413,7.8
CVE-2021-0333,2021,2021-02-10T17:15:20.663,7.3
CVE-2021-0334,2021,2021-02-10T17:15:20.833,7.8
CVE-2021-0335,2021,2021-02-10T17:15:20.880,6.5
CVE-2021-0336,2021,2021-02-10T17:15:21.193,7.8
CVE-2021-0337,2021,2021-02-10T17:15:21.367,7.8
CVE-2021-0338,2021,2021-02-10T17:15:21.553,5.5
CVE-2021-0339,2021,2021-02-10T17:15:21.850,7.8
CVE-2021-0340,2021,2021-02-10T17:15:21.897,8.8
CVE-2021-0341,2021,2021-02-10T17:15:22.037,7.5
CVE-2021-20353,2021,2021-02-10T17:15:22.333,8.2
CVE-2020-26299,2021,2021-02-10T18:15:12.703,6.3
CVE-2021-26936,2021,2021-02-10T18:15:13.017,7.8
CVE-2021-26938,2021,2021-02-10T18:15:13.093,5.4
CVE-2021-26939,2021,2021-02-10T18:15:13.170,7.5
CVE-2021-3033,2021,2021-02-10T18:15:13.267,9.1
CVE-2020-7021,2021,2021-02-10T19:15:11.870,4.9
CVE-2021-22133,2021,2021-02-10T19:15:12.090,2.4
CVE-2021-27139,2021,2021-02-10T19:15:12.653,7.5
CVE-2021-27140,2021,2021-02-10T19:15:12.683,7.5
CVE-2021-27141,2021,2021-02-10T19:15:12.807,9.8
CVE-2021-27142,2021,2021-02-10T19:15:12.840,7.5
CVE-2021-27143,2021,2021-02-10T19:15:12.887,9.8
CVE-2021-27144,2021,2021-02-10T19:15:13.010,9.8
CVE-2021-27145,2021,2021-02-10T19:15:13.057,9.8
CVE-2021-27146,2021,2021-02-10T19:15:13.167,9.8
CVE-2021-27147,2021,2021-02-10T19:15:13.213,9.8
CVE-2021-27148,2021,2021-02-10T19:15:13.293,9.8
CVE-2021-27149,2021,2021-02-10T19:15:13.387,9.8
CVE-2021-27150,2021,2021-02-10T19:15:13.433,9.8
CVE-2021-27151,2021,2021-02-10T19:15:13.557,9.8
CVE-2021-27152,2021,2021-02-10T19:15:13.607,9.8
CVE-2021-27153,2021,2021-02-10T19:15:13.730,9.8
CVE-2021-27154,2021,2021-02-10T19:15:13.777,9.8
CVE-2021-27155,2021,2021-02-10T19:15:13.823,9.8
CVE-2021-27156,2021,2021-02-10T19:15:13.933,9.8
CVE-2021-27157,2021,2021-02-10T19:15:13.980,9.8
CVE-2021-27158,2021,2021-02-10T19:15:14.107,9.8
CVE-2021-27159,2021,2021-02-10T19:15:14.153,9.8
CVE-2021-27160,2021,2021-02-10T19:15:14.183,9.8
CVE-2021-27161,2021,2021-02-10T19:15:14.340,9.8
CVE-2021-27162,2021,2021-02-10T19:15:14.463,9.8
CVE-2021-27163,2021,2021-02-10T19:15:14.510,9.8
CVE-2021-27164,2021,2021-02-10T19:15:14.557,9.8
CVE-2021-27165,2021,2021-02-10T19:15:14.620,9.8
CVE-2021-27166,2021,2021-02-10T19:15:14.683,9.8
CVE-2021-27167,2021,2021-02-10T19:15:14.730,9.8
CVE-2021-27168,2021,2021-02-10T19:15:14.793,9.8
CVE-2021-27169,2021,2021-02-10T19:15:14.887,9.8
CVE-2021-27170,2021,2021-02-10T19:15:14.950,9.8
CVE-2021-27171,2021,2021-02-10T19:15:15.057,9.8
CVE-2021-27172,2021,2021-02-10T19:15:15.120,9.8
CVE-2021-27173,2021,2021-02-10T19:15:15.183,7.5
CVE-2021-27174,2021,2021-02-10T19:15:15.247,7.5
CVE-2021-27175,2021,2021-02-10T19:15:15.307,7.5
CVE-2021-27176,2021,2021-02-10T19:15:15.370,7.5
CVE-2021-27177,2021,2021-02-10T19:15:15.450,9.8
CVE-2021-27178,2021,2021-02-10T19:15:15.510,7.5
CVE-2021-27179,2021,2021-02-10T19:15:15.573,7.5
CVE-2020-13548,2021,2021-02-10T20:15:14.680,8.8
CVE-2020-13565,2021,2021-02-10T20:15:14.743,6.1
CVE-2020-13574,2021,2021-02-10T20:15:14.790,7.5
CVE-2020-13575,2021,2021-02-10T20:15:14.853,7.5
CVE-2020-13576,2021,2021-02-10T20:15:14.913,9.8
CVE-2020-13577,2021,2021-02-10T20:15:14.977,7.5
CVE-2020-13578,2021,2021-02-10T20:15:15.070,7.5
CVE-2020-16120,2021,2021-02-10T20:15:15.150,5.1
CVE-2021-21296,2021,2021-02-10T20:15:15.353,2.7
CVE-2020-8355,2021,2021-02-10T21:15:13.990,4.9
CVE-2020-13561,2021,2021-02-10T22:15:12.923,8.8
CVE-2020-13571,2021,2021-02-10T22:15:13.000,8.8
CVE-2020-13572,2021,2021-02-10T22:15:13.063,8.8
CVE-2020-13581,2021,2021-02-10T22:15:13.127,7.8
CVE-2020-13583,2021,2021-02-10T22:15:13.187,7.5
CVE-2020-13585,2021,2021-02-10T22:15:13.267,8.8
CVE-2020-24842,2021,2021-02-10T22:15:13.343,6.1
CVE-2020-27250,2021,2021-02-10T22:15:13.407,7.8
CVE-2020-28595,2021,2021-02-10T22:15:13.470,7.8
CVE-2020-28596,2021,2021-02-10T22:15:13.530,7.8
CVE-2021-25251,2021,2021-02-10T22:15:13.703,7.2
CVE-2021-27185,2021,2021-02-10T22:15:13.813,9.8
CVE-2021-27186,2021,2021-02-10T22:15:13.877,7.5
CVE-2020-27870,2021,2021-02-10T23:15:12.387,6.5
CVE-2020-27871,2021,2021-02-10T23:15:12.513,7.2
CVE-2020-27874,2021,2021-02-10T23:15:12.590,8.8
CVE-2021-20335,2021,2021-02-11T10:15:12.223,6.7
CVE-2021-23334,2021,2021-02-11T12:15:12.173,
CVE-2021-23335,2021,2021-02-11T12:15:12.437,7.5
